PIN	PropClass	Address	City	Zip	SaleDate	SaleAmt	TaxRate	ASL	ASFL	AI	ASB	ASFB	ASTotal	ASFTotal	Subdivision	FullBath	Style	HalfBath	LivingSqFt	CentralAir	BldgSqFt	Fireplace	YearBuilt	Porch	Basement	Attic	Garage	Lot	Block	Unit	Building	Area	Status
05-06-04-303-026-0000	RESIDENTIAL	1010 NORTHSIDE DR	SHOREWOOD	60404	04/01/2014	$169,000	9.5872 (2016)	14,200	0	0	55,600	0	69,800	0	N/A	2	2-STY	1	2176 Sq. Feet	YES	2176 Sq. Feet	YES	2005	NO	PRT CRAWL, 384 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	43	N/A	N/A	N/A	N/A	N/A
05-06-04-303-027-0000	RESIDENTIAL	1008 NORTHSIDE DR	SHOREWOOD	60404	08/01/2013	$190,000	9.5872 (2016)	14,200	0	0	57,050	0	71,250	0	N/A	2	2-STY	1	2176 Sq. Feet	YES	2176 Sq. Feet	YES	2005	NO	PRT CRAWL, 510 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	44	N/A	N/A	N/A	N/A	N/A
05-06-04-303-028-0000	RESIDENTIAL	1006 NORTHSIDE DR	SHOREWOOD	60404	09/01/2006	$260,994	9.5872 (2016)	14,200	0	0	65,700	0	79,900	0	N/A	2	2-STY	1	2508 Sq. Feet	YES	2508 Sq. Feet	YES	2006	YES	FULL	NO	ATTACHED, 440 Sq. Feet	45	N/A	N/A	N/A	N/A	N/A
05-06-04-303-029-0000	RESIDENTIAL	1004 NORTHSIDE DR	SHOREWOOD	60404	04/01/2006	$315,411	9.5872 (2016)	14,200	0	0	72,300	0	86,500	0	N/A	2	2-STY	1	2808 Sq. Feet	YES	2808 Sq. Feet	YES	2006	YES	FULL	NO	ATTACHED, 440 Sq. Feet	46	N/A	N/A	N/A	N/A	N/A
05-06-04-303-015-0000	RESIDENTIAL	1118 NORTHSIDE DR	SHOREWOOD	60404	06/01/2010	$164,500	9.5872 (2016)	14,200	0	0	66,400	0	80,600	0	N/A	2	2-STY+1	1	2688 Sq. Feet	YES	2688 Sq. Feet	NO	2006	NO	FULL	NO	656 Sq. Feet	31	N/A	N/A	N/A	N/A	N/A
05-06-04-303-030-0000	RESIDENTIAL	1002 NORTHSIDE DR	SHOREWOOD	60404	08/01/2005	$254,871	9.5872 (2016)	14,200	0	0	60,450	0	74,650	0	N/A	2	2-STY	1	2176 Sq. Feet	YES	2176 Sq. Feet	YES	2005	NO	FULL	NO	ATTACHED, 720 Sq. Feet	47	N/A	N/A	N/A	N/A	N/A
05-06-04-303-052-0000	RESIDENTIAL	912 NORTHSIDE DR	SHOREWOOD	60404	04/01/2010	$608,614	9.5872 (2016)	2,900	0	0	0	0	2,900	0	N/A	0	VACANT	0	0 Sq. Feet	NO	0 Sq. Feet	NO	0	NO	N/A	NO	NONE	280	N/A	N/A	N/A	N/A	N/A
05-06-04-303-054-0000	RESIDENTIAL	908 NORTHSIDE DR	SHOREWOOD	60404	03/01/2008	$260,771	9.5872 (2016)	14,200	0	0	68,100	0	82,300	0	N/A	2	2-STY+1	1	2660 Sq. Feet	YES	2660 Sq. Feet	NO	2007	YES	FULL	NO	ATTACHED, 434 Sq. Feet	278	N/A	N/A	N/A	N/A	N/A
05-06-04-303-055-0000	RESIDENTIAL	906 NORTHSIDE DR	SHOREWOOD	60404	12/01/2006	$240,418	9.5872 (2016)	14,200	0	0	68,850	0	83,050	0	N/A	2	2-STY	1	2808 Sq. Feet	YES	2808 Sq. Feet	NO	2006	YES	FULL	NO	ATTACHED, 440 Sq. Feet	277	N/A	N/A	N/A	N/A	N/A
05-06-04-303-056-0000	RESIDENTIAL	904 NORTHSIDE DR	SHOREWOOD	60404	N/A	N/A	9.5872 (2016)	14,200	0	0	69,700	0	83,900	0	N/A	2	2-STY+1	1	2660 Sq. Feet	YES	2660 Sq. Feet	YES	2006	YES	FULL	NO	ATTACHED, 434 Sq. Feet	276	N/A	N/A	N/A	N/A	N/A
05-06-04-303-057-0000	RESIDENTIAL	902 NORTHSIDE DR	SHOREWOOD	60404	02/01/2007	$246,418	9.5872 (2016)	14,200	0	0	62,350	0	76,550	0	N/A	2	2-STY	1	2508 Sq. Feet	YES	2508 Sq. Feet	YES	2006	NO	PRT CRAWL, 500 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	275	N/A	N/A	N/A	N/A	N/A
05-06-04-303-058-0000	RESIDENTIAL	900 NORTHSIDE DR	SHOREWOOD	60404	N/A	N/A	9.5872 (2016)	14,200	0	0	72,950	0	87,150	0	N/A	2	2-STY+1	1	2820 Sq. Feet	YES	2820 Sq. Feet	NO	2006	YES	FULL	NO	ATTACHED, 434 Sq. Feet	274	N/A	N/A	N/A	N/A	N/A
05-06-04-303-059-0000	RESIDENTIAL	822 NORTHSIDE DR	SHOREWOOD	60404	N/A	N/A	9.5872 (2016)	14,200	0	0	61,650	0	75,850	0	N/A	2	2-STY	1	2508 Sq. Feet	YES	2508 Sq. Feet	NO	2006	YES	PRT CRAWL, 228 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	273	N/A	N/A	N/A	N/A	N/A
05-06-04-303-060-0000	RESIDENTIAL	820 NORTHSIDE DR	SHOREWOOD	60404	04/01/2010	$608,614	9.5872 (2016)	2,900	0	0	0	0	2,900	0	N/A	0	N/A	0	0 Sq. Feet	NO	0 Sq. Feet	NO	N/A	NO	NONE	NO	NONE	272	N/A	N/A	N/A	N/A	N/A
05-06-04-303-051-0000	RESIDENTIAL	914 NORTHSIDE DR	SHOREWOOD	60404	11/01/2008	$247,581	9.5872 (2016)	14,200	0	0	66,900	0	81,100	0	N/A	2	2-STY+1	1	2660 Sq. Feet	YES	2660 Sq. Feet	YES	2008	YES	FULL	NO	434 Sq. Feet	281	N/A	N/A	N/A	N/A	N/A
05-06-04-303-061-0000	RESIDENTIAL	818 NORTHSIDE DR	SHOREWOOD	60404	02/01/2008	$264,900	9.5872 (2016)	14,200	0	0	67,200	0	81,400	0	N/A	2	2-STY	1	2624 Sq. Feet	YES	2624 Sq. Feet	YES	2006	YES	FULL	NO	ATTACHED, 434 Sq. Feet	271	N/A	N/A	N/A	N/A	N/A
05-06-04-303-062-0000	RESIDENTIAL	816 NORTHSIDE DR	SHOREWOOD	60404	06/01/2007	$278,668	9.5872 (2016)	14,200	0	0	71,550	0	85,750	0	N/A	2	2-STY	1	2808 Sq. Feet	YES	2808 Sq. Feet	YES	2007	YES	FULL	NO	ATTACHED, 440 Sq. Feet	270	N/A	N/A	N/A	N/A	N/A
05-06-04-303-063-0000	RESIDENTIAL	814 NORTHSIDE DR	SHOREWOOD	60404	10/01/2007	$269,846	9.5872 (2016)	14,200	0	0	65,100	0	79,300	0	N/A	2	2-STY	1	2508 Sq. Feet	YES	2508 Sq. Feet	NO	2007	YES	FULL	NO	ATTACHED, 440 Sq. Feet	269	N/A	N/A	N/A	N/A	N/A
05-06-04-303-017-0000	RESIDENTIAL	1112 NORTHSIDE DR	SHOREWOOD	60404	02/01/2006	$335,283	9.5872 (2016)	14,200	0	0	70,250	0	84,450	0	N/A	2	2-STY+1	1	2713 Sq. Feet	YES	2713 Sq. Feet	YES	2006	YES	FULL	NO	440 Sq. Feet	34	N/A	N/A	N/A	N/A	N/A
05-06-04-303-053-0000	RESIDENTIAL	910 NORTHSIDE DR	SHOREWOOD	60404	04/01/2010	$608,614	9.5872 (2016)	2,900	0	0	0	0	2,900	0	N/A	0	VACANT	0	0 Sq. Feet	NO	0 Sq. Feet	NO	0	NO	N/A	NO	NONE	279	N/A	N/A	N/A	N/A	N/A
05-06-04-303-016-0000	RESIDENTIAL	1120 NORTHSIDE DR	SHOREWOOD	60404	07/01/2014	$244,000	9.5872 (2016)	14,200	0	0	69,600	0	83,800	0	N/A	2	2-STY+1	1	2660 Sq. Feet	YES	2660 Sq. Feet	YES	2006	YES	FULL	NO	ATTACHED, 434 Sq. Feet	30	N/A	N/A	N/A	N/A	N/A
05-06-04-303-019-0000	RESIDENTIAL	1108 NORTHSIDE DR	SHOREWOOD	60404	11/01/2005	$249,755	9.5872 (2016)	14,200	0	0	58,550	0	72,750	0	N/A	2	2-STY	1	2334 Sq. Feet	YES	2334 Sq. Feet	NO	2005	NO	FULL	NO	ATTACHED, 464 Sq. Feet	36	N/A	N/A	N/A	N/A	N/A
05-06-04-303-021-0000	RESIDENTIAL	1104 NORTHSIDE DR	SHOREWOOD	60404	05/01/2006	$260,725	9.5872 (2016)	14,200	0	0	51,650	0	65,850	0	N/A	2	1-STY	0	1878 Sq. Feet	YES	1878 Sq. Feet	YES	2006	NO	PRT CRAWL, 1167 Sq. Feet	NO	ATTACHED, 400 Sq. Feet	38	N/A	N/A	N/A	N/A	N/A
05-06-04-303-064-0000	RESIDENTIAL	812 NORTHSIDE DR	SHOREWOOD	60404	04/01/2010	$608,614	9.5872 (2016)	2,900	0	0	0	0	2,900	0	N/A	0	N/A	0	0 Sq. Feet	NO	0 Sq. Feet	NO	N/A	NO	NONE	NO	NONE	268	N/A	N/A	N/A	N/A	N/A
05-06-04-304-004-0000	RESIDENTIAL	1107 NORTHSIDE DR	SHOREWOOD	60404	02/01/2006	$247,875	9.5872 (2016)	14,220	0	0	55,850	0	70,070	0	N/A	2	2-STY	1	2176 Sq. Feet	YES	2176 Sq. Feet	NO	2006	NO	FULL	NO	ATTACHED, 440 Sq. Feet	59	N/A	N/A	N/A	N/A	N/A
05-06-04-304-007-0000	RESIDENTIAL	1101 NORTHSIDE DR	SHOREWOOD	60404	03/01/2012	$174,000	9.5872 (2016)	14,200	0	0	50,000	0	64,200	0	N/A	2	1-STY	0	1878 Sq. Feet	YES	1878 Sq. Feet	NO	2005	NO	PRT CRAWL, 1167 Sq. Feet	NO	ATTACHED, 400 Sq. Feet	56	N/A	N/A	N/A	N/A	N/A
05-06-04-303-020-0000	RESIDENTIAL	1106 NORTHSIDE DR	SHOREWOOD	60404	12/01/2013	$172,000	9.5872 (2016)	14,200	0	0	58,250	0	72,450	0	N/A	2	2-STY	1	2176 Sq. Feet	YES	2176 Sq. Feet	YES	2006	NO	FULL	NO	ATTACHED, 440 Sq. Feet	37	N/A	N/A	N/A	N/A	N/A
05-06-04-304-010-0000	RESIDENTIAL	1011 NORTHSIDE DR	SHOREWOOD	60404	03/01/2006	$248,930	9.5872 (2016)	14,200	0	0	50,250	0	64,450	0	N/A	2	1-STY	0	1878 Sq. Feet	YES	1878 Sq. Feet	NO	2006	NO	PRT CRAWL, 1167 Sq. Feet	NO	ATTACHED, 400 Sq. Feet	53	N/A	N/A	N/A	N/A	N/A
05-06-04-304-018-0000	RESIDENTIAL	908 NORTH EDGEWATER LN	SHOREWOOD	60404	09/01/2005	$282,644	9.5872 (2016)	14,200	0	0	66,250	0	80,450	0	N/A	2	2-STY	1	2508 Sq. Feet	YES	2508 Sq. Feet	YES	2005	YES	FULL	NO	ATTACHED, 440 Sq. Feet	52	N/A	N/A	N/A	N/A	N/A
05-06-04-304-019-0000	RESIDENTIAL	906 NORTH EDGEWATER LN	SHOREWOOD	60404	06/01/2005	$317,241	9.5872 (2016)	14,200	0	0	71,050	0	85,250	0	N/A	2	2-STY	1	2808 Sq. Feet	YES	2808 Sq. Feet	YES	2005	YES	FULL	NO	ATTACHED, 440 Sq. Feet	51	N/A	N/A	N/A	N/A	N/A
05-06-04-304-020-0000	RESIDENTIAL	904 NORTH EDGEWATER LN	SHOREWOOD	60404	01/01/2006	$374,184	9.5872 (2016)	14,200	0	0	74,526	0	88,726	0	N/A	2	2-STY+1	1	3081 Sq. Feet	YES	3081 Sq. Feet	YES	2006	YES	PRT CRAWL, 259 Sq. Feet	NO	ATTACHED, 693 Sq. Feet	70	N/A	N/A	N/A	N/A	N/A
05-06-04-304-003-0000	RESIDENTIAL	1119 NORTHSIDE DR	SHOREWOOD	60404	11/01/2005	$286,585	9.5872 (2016)	14,200	0	0	49,900	0	64,100	0	N/A	2	1-STY	0	1878 Sq. Feet	YES	1878 Sq. Feet	NO	2005	NO	PRT CRAWL, 1167 Sq. Feet	NO	ATTACHED, 400 Sq. Feet	62	N/A	N/A	N/A	N/A	N/A
05-06-04-305-014-0000	RESIDENTIAL	821 NORTH EDGEWATER LN	SHOREWOOD	60404	09/01/2006	$269,293	9.5872 (2016)	14,200	0	0	60,200	0	74,400	0	N/A	2	2-STY	1	2176 Sq. Feet	YES	2176 Sq. Feet	YES	2006	NO	FULL LOOKOUT	NO	ATTACHED, 440 Sq. Feet	16	N/A	N/A	N/A	N/A	N/A
05-06-04-305-015-0000	RESIDENTIAL	819 NORTH EDGEWATER LN	SHOREWOOD	60404	01/01/2016	$275,000	9.5872 (2016)	14,200	0	0	72,143	0	86,343	0	N/A	2	2-STY+1	1	2868 Sq. Feet	YES	2868 Sq. Feet	NO	2006	YES	PRT LOOKOUT	NO	ATTACHED, 434 Sq. Feet	15	N/A	N/A	N/A	N/A	N/A
05-06-04-305-016-0000	RESIDENTIAL	817 NORTH EDGEWATER LN	SHOREWOOD	60404	12/01/2014	$215,000	9.5872 (2016)	14,200	0	0	66,900	0	81,100	0	N/A	2	2-STY	1	2508 Sq. Feet	YES	2508 Sq. Feet	NO	2006	YES	PRT LOOKOUT	NO	ATTACHED, 440 Sq. Feet	14	N/A	N/A	N/A	N/A	N/A
05-06-04-305-017-0000	RESIDENTIAL	815 NORTH EDGEWATER LN	SHOREWOOD	60404	09/01/2006	$335,959	9.5872 (2016)	14,200	0	0	72,350	0	86,550	0	N/A	2	2-STY	1	2808 Sq. Feet	YES	2808 Sq. Feet	NO	2006	YES	FULL LOOKOUT	NO	ATTACHED, 440 Sq. Feet	13	N/A	N/A	N/A	N/A	N/A
05-06-04-306-001-0000	RESIDENTIAL	907 NORTH EDGEWATER LN	SHOREWOOD	60404	09/01/2005	$323,978	9.5872 (2016)	14,200	0	0	72,350	0	86,550	0	N/A	2	2-STY+1	1	2704 Sq. Feet	YES	2704 Sq. Feet	YES	2005	YES	FULL	NO	ATTACHED, 440 Sq. Feet	48	N/A	N/A	N/A	N/A	N/A
05-06-04-306-002-0000	RESIDENTIAL	905 NORTH EDGEWATER LN	SHOREWOOD	60404	08/01/2005	$292,563	9.5872 (2016)	14,200	0	0	71,050	0	85,250	0	N/A	2	2-STY	1	2808 Sq. Feet	YES	2808 Sq. Feet	NO	2005	YES	FULL	NO	ATTACHED, 780 Sq. Feet	49	N/A	N/A	N/A	N/A	N/A
05-06-04-306-003-0000	RESIDENTIAL	903 NORTH EDGEWATER LN	SHOREWOOD	60404	06/01/2006	$282,173	9.5872 (2016)	14,200	0	0	69,800	0	84,000	0	N/A	2	2-STY+1	1	2660 Sq. Feet	YES	2660 Sq. Feet	YES	2006	YES	FULL	NO	ATTACHED, 434 Sq. Feet	50	N/A	N/A	N/A	N/A	N/A
05-06-04-306-006-0000	RESIDENTIAL	822 NORTH EDGEWATER LN	SHOREWOOD	60404	11/01/2005	$331,933	9.5872 (2016)	14,200	0	0	78,250	0	92,450	0	N/A	2	2-STY+1	1	3081 Sq. Feet	YES	3081 Sq. Feet	YES	2005	YES	FULL	NO	ATTACHED, 693 Sq. Feet	73	N/A	N/A	N/A	N/A	N/A
05-06-04-306-007-0000	RESIDENTIAL	820 NORTH EDGEWATER LN	SHOREWOOD	60404	03/01/2006	$354,145	9.5872 (2016)	14,200	0	0	78,250	0	92,450	0	N/A	2	2-STY	1	3000 Sq. Feet	YES	3000 Sq. Feet	YES	2006	YES	FULL	NO	ATTACHED, 440 Sq. Feet	74	N/A	N/A	N/A	N/A	N/A
05-06-04-306-008-0000	RESIDENTIAL	818 NORTH EDGEWATER LN	SHOREWOOD	60404	08/01/2015	$201,000	9.5872 (2016)	14,200	0	0	61,350	0	75,550	0	N/A	2	2-STY	1	2334 Sq. Feet	YES	2334 Sq. Feet	YES	2006	NO	FULL	NO	ATTACHED, 464 Sq. Feet	75	N/A	N/A	N/A	N/A	N/A
05-06-04-310-004-0000	RESIDENTIAL	905 NORTHSIDE DR	SHOREWOOD	60404	04/01/2010	$608,614	9.5872 (2016)	2,900	0	0	0	0	2,900	0	N/A	0	N/A	0	0 Sq. Feet	NO	0 Sq. Feet	NO	N/A	NO	NONE	NO	NONE	284	N/A	N/A	N/A	N/A	N/A
05-06-04-304-006-0000	RESIDENTIAL	1103 NORTHSIDE DR	SHOREWOOD	60404	06/01/2012	$162,225	9.5872 (2016)	14,200	0	0	65,050	0	79,250	0	N/A	2	2-STY	1	2508 Sq. Feet	YES	2508 Sq. Feet	YES	2006	NO	PRT CRAWL, 500 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	57	N/A	N/A	N/A	N/A	N/A
05-06-04-310-005-0000	RESIDENTIAL	903 NORTHSIDE DR	SHOREWOOD	60404	04/01/2010	$608,614	9.5872 (2016)	2,900	0	0	0	0	2,900	0	N/A	0	N/A	0	0 Sq. Feet	NO	0 Sq. Feet	NO	N/A	NO	NONE	NO	NONE	285	N/A	N/A	N/A	N/A	N/A
05-06-04-310-007-0000	RESIDENTIAL	823 NORTHSIDE DR	SHOREWOOD	60404	04/01/2010	$608,614	9.5872 (2016)	2,900	0	0	0	0	2,900	0	N/A	0	N/A	0	0 Sq. Feet	NO	0 Sq. Feet	NO	N/A	NO	NONE	NO	NONE	287	N/A	N/A	N/A	N/A	N/A
05-06-04-304-008-0000	RESIDENTIAL	1015 NORTHSIDE DR	SHOREWOOD	60404	09/01/2005	$259,547	9.5872 (2016)	14,200	0	0	63,450	0	77,650	0	N/A	2	2-STY	1	2508 Sq. Feet	YES	2508 Sq. Feet	YES	2005	NO	PRT CRAWL, 500 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	55	N/A	N/A	N/A	N/A	N/A
05-06-04-310-008-0000	RESIDENTIAL	821 NORTHSIDE DR	SHOREWOOD	60404	04/01/2010	$608,614	9.5872 (2016)	2,900	0	0	0	0	2,900	0	N/A	0	N/A	0	0 Sq. Feet	NO	0 Sq. Feet	NO	N/A	NO	NONE	NO	NONE	288	N/A	N/A	N/A	N/A	N/A
05-06-04-306-005-0000	RESIDENTIAL	824 NORTH EDGEWATER LN	SHOREWOOD	60404	02/01/2007	$294,900	9.5872 (2016)	14,200	0	0	61,300	0	75,500	0	N/A	2	2-STY	1	2176 Sq. Feet	YES	2176 Sq. Feet	YES	2006	NO	FULL	NO	ATTACHED, 720 Sq. Feet	72	N/A	N/A	N/A	N/A	N/A
05-06-04-304-002-0000	RESIDENTIAL	1117 NORTHSIDE DR	SHOREWOOD	60404	11/01/2016	$236,500	9.5872 (2016)	14,200	0	0	49,300	0	63,500	0	N/A	2	1-STY	0	1878 Sq. Feet	YES	1878 Sq. Feet	NO	2006	NO	PRT CRAWL, 1167 Sq. Feet	NO	ATTACHED, 400 Sq. Feet	61	N/A	N/A	N/A	N/A	N/A
05-06-04-310-006-0000	RESIDENTIAL	901 NORTHSIDE DR	SHOREWOOD	60404	04/01/2010	$608,614	9.5872 (2016)	2,900	0	0	0	0	2,900	0	N/A	0	N/A	0	0 Sq. Feet	NO	0 Sq. Feet	NO	N/A	NO	NONE	NO	NONE	286	N/A	N/A	N/A	N/A	N/A
05-06-04-304-009-0000	RESIDENTIAL	1013 NORTHSIDE DR	SHOREWOOD	60404	09/01/2005	$250,834	9.5872 (2016)	14,200	0	0	58,300	0	72,500	0	N/A	2	2-STY	1	2176 Sq. Feet	YES	2176 Sq. Feet	YES	2005	NO	FULL	NO	ATTACHED, 440 Sq. Feet	54	N/A	N/A	N/A	N/A	N/A
05-06-04-304-005-0000	RESIDENTIAL	1105 NORTHSIDE DR	SHOREWOOD	60404	11/01/2014	$197,000	9.5872 (2016)	14,200	0	0	67,500	0	81,700	0	N/A	2	2-STY+1	1	2660 Sq. Feet	YES	2660 Sq. Feet	NO	2005	YES	FULL	NO	ATTACHED, 434 Sq. Feet	58	N/A	N/A	N/A	N/A	N/A
05-06-04-304-001-0000	RESIDENTIAL	1113 NORTHSIDE DR	SHOREWOOD	60404	11/01/2006	$264,056	9.5872 (2016)	14,200	0	0	58,300	0	72,500	0	N/A	2	2-STY	1	2176 Sq. Feet	YES	2176 Sq. Feet	YES	2006	NO	FULL	NO	ATTACHED, 440 Sq. Feet	60	N/A	N/A	N/A	N/A	N/A
05-06-04-310-009-0000	RESIDENTIAL	819 NORTHSIDE DR	SHOREWOOD	60404	08/01/2007	$280,058	9.5872 (2016)	14,200	0	0	70,800	0	85,000	0	N/A	2	2-STY	1	2772 Sq. Feet	YES	2772 Sq. Feet	YES	2007	YES	PRT CRAWL, 264 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	289	N/A	N/A	N/A	N/A	N/A
05-06-04-310-011-0000	RESIDENTIAL	815 NORTHSIDE DR	SHOREWOOD	60404	04/01/2010	$608,614	9.5872 (2016)	2,900	0	0	0	0	2,900	0	N/A	0	N/A	0	0 Sq. Feet	NO	0 Sq. Feet	NO	N/A	NO	NONE	NO	NONE	291	N/A	N/A	N/A	N/A	N/A
05-06-05-401-007-0000	RESIDENTIAL	918 NIGHTSHADE LN	SHOREWOOD	60404	07/01/2016	$290,000	9.5872 (2016)	15,950	0	0	81,316	0	97,266	0	N/A	2	2-STY+1	1	3146 Sq. Feet	YES	3146 Sq. Feet	NO	2007	YES	FULL	NO	ATTACHED, 460 Sq. Feet	78	N/A	N/A	N/A	N/A	N/A
05-06-05-401-008-0000	RESIDENTIAL	916 NIGHTSHADE LN	SHOREWOOD	60404	03/01/2006	$332,019	9.5872 (2016)	15,950	0	0	74,550	0	90,500	0	N/A	2	2-STY+1	1	2888 Sq. Feet	YES	2888 Sq. Feet	YES	2006	YES	FULL	NO	ATTACHED, 460 Sq. Feet	77	N/A	N/A	N/A	N/A	N/A
05-06-05-401-009-0000	RESIDENTIAL	914 NIGHTSHADE LN	SHOREWOOD	60404	11/01/2005	$334,514	9.5872 (2016)	16,700	0	0	72,700	0	89,400	0	N/A	2	1-STY	1	2095 Sq. Feet	YES	2095 Sq. Feet	YES	2005	YES	FULL	NO	ATTACHED, 722 Sq. Feet	76	N/A	N/A	N/A	N/A	N/A
05-06-05-401-010-0000	RESIDENTIAL	912 NIGHTSHADE LN	SHOREWOOD	60404	08/01/2006	$400,712	9.5872 (2016)	16,700	0	0	83,700	0	100,400	0	N/A	2	2-STY+1	1	3066 Sq. Feet	YES	3066 Sq. Feet	YES	2006	YES	FULL	NO	ATTACHED, 460 Sq. Feet	75	N/A	N/A	N/A	N/A	N/A
05-06-05-401-011-0000	RESIDENTIAL	910 NIGHTSHADE LN	SHOREWOOD	60404	06/01/2010	$275,000	9.5872 (2016)	16,700	0	0	73,800	0	90,500	0	N/A	2	2-STY+1	1	2856 Sq. Feet	YES	2856 Sq. Feet	YES	2006	YES	PRT CRAWL, 936 Sq. Feet	NO	ATTACHED, 400 Sq. Feet	74	N/A	N/A	N/A	N/A	N/A
05-06-05-401-012-0000	RESIDENTIAL	908 NIGHTSHADE LN	SHOREWOOD	60404	11/01/2014	$263,500	9.5872 (2016)	16,700	0	0	74,650	0	91,350	0	N/A	2	2-STY	1	2452 Sq. Feet	YES	2452 Sq. Feet	YES	2008	NO	FULL	NO	ATTACHED, 855 Sq. Feet	73	N/A	N/A	N/A	N/A	N/A
05-06-05-401-002-0000	RESIDENTIAL	928 NIGHTSHADE LN	SHOREWOOD	60404	03/01/2010	$225,000	9.5872 (2016)	15,950	0	0	78,000	0	93,950	0	N/A	2	2-STY	1	3004 Sq. Feet	YES	3004 Sq. Feet	YES	2006	YES	PRT CRAWL, 360 Sq. Feet	NO	ATTACHED, 460 Sq. Feet	83	N/A	N/A	N/A	N/A	N/A
05-06-05-401-013-0000	RESIDENTIAL	906 NIGHTSHADE LN	SHOREWOOD	60404	03/01/2009	$255,000	9.5872 (2016)	16,700	0	0	83,850	0	100,550	0	N/A	3	2-STY+1	1	3409 Sq. Feet	YES	3409 Sq. Feet	YES	2006	YES	FULL	NO	ATTACHED, 518 Sq. Feet	72	N/A	N/A	N/A	N/A	N/A
05-06-05-401-014-0000	RESIDENTIAL	904 NIGHTSHADE LN	SHOREWOOD	60404	03/01/2014	$272,315	9.5872 (2016)	16,700	0	0	79,730	0	96,430	0	N/A	2	2-STY+1	1	2987 Sq. Feet	YES	2987 Sq. Feet	NO	2014	YES	FULL	NO	ATTACHED, 660 Sq. Feet	71	N/A	N/A	N/A	N/A	N/A
05-06-05-401-015-0000	RESIDENTIAL	902 NIGHTSHADE LN	SHOREWOOD	60404	11/01/2008	$311,663	9.5872 (2016)	16,700	0	0	70,878	0	87,578	0	N/A	3	2-STY+1	1	3409 Sq. Feet	YES	3409 Sq. Feet	YES	2008	YES	FULL	NO	ATTACHED, 518 Sq. Feet	70	N/A	N/A	N/A	N/A	N/A
05-06-05-401-017-0000	RESIDENTIAL	820 NIGHTSHADE LN	SHOREWOOD	60404	09/01/2014	$331,640	9.5872 (2016)	16,700	0	0	95,500	0	112,200	0	N/A	2	2-STY+1	1	3380 Sq. Feet	YES	3380 Sq. Feet	YES	2014	NO	FULL	NO	ATTACHED, 598 Sq. Feet	68	N/A	N/A	N/A	N/A	N/A
05-06-05-401-018-0000	RESIDENTIAL	818 NIGHTSHADE LN	SHOREWOOD	60404	08/01/2014	$228,580	9.5872 (2016)	16,700	0	0	67,375	0	84,075	0	N/A	2	2-STY	1	2494 Sq. Feet	YES	2494 Sq. Feet	NO	2014	NO	FULL	NO	ATTACHED, 441 Sq. Feet	67	N/A	N/A	N/A	N/A	N/A
05-06-05-401-019-0000	RESIDENTIAL	816 NIGHTSHADE LN	SHOREWOOD	60404	09/01/2015	$265,740	9.5872 (2016)	16,700	0	0	75,800	0	92,500	0	N/A	2	2-STY+1	1	2797 Sq. Feet	YES	2797 Sq. Feet	NO	2015	NO	PRT CWL&SLAB, 737 Sq. Feet	NO	ATTACHED, 484 Sq. Feet	66	N/A	N/A	N/A	N/A	N/A
05-06-05-401-022-0000	RESIDENTIAL	800 NIGHTSHADE LN	SHOREWOOD	60404	08/01/2008	$289,900	9.5872 (2016)	15,950	0	0	73,750	0	89,700	0	N/A	2	2-STY+1	1	2856 Sq. Feet	YES	2856 Sq. Feet	YES	2008	YES	PRT CRAWL, 936 Sq. Feet	NO	ATTACHED, 400 Sq. Feet	1	N/A	N/A	N/A	N/A	N/A
05-06-05-401-023-0000	RESIDENTIAL	802 NIGHTSHADE LN	SHOREWOOD	60404	11/01/2008	$287,500	9.5872 (2016)	15,950	0	0	85,000	0	100,950	0	N/A	2	2-STY+1	1	3094 Sq. Feet	YES	3094 Sq. Feet	YES	2008	YES	FULL	NO	ATTACHED, 704 Sq. Feet	2	N/A	N/A	N/A	N/A	N/A
05-06-05-401-024-0000	RESIDENTIAL	804 NIGHTSHADE LN	SHOREWOOD	60404	09/01/2014	$243,500	9.5872 (2016)	15,950	0	0	69,800	0	85,750	0	N/A	2	2-STY	1	2494 Sq. Feet	YES	2494 Sq. Feet	YES	2014	NO	PRT CRAWL, 310 Sq. Feet	NO	ATTACHED, 441 Sq. Feet	3	N/A	N/A	N/A	N/A	N/A
05-06-05-401-025-0000	RESIDENTIAL	806 NIGHTSHADE LN	SHOREWOOD	60404	11/01/2014	$279,210	9.5872 (2016)	15,950	0	0	81,250	0	97,200	0	N/A	2	2-STY+1	1	2797 Sq. Feet	YES	2797 Sq. Feet	NO	2014	NO	PRT CWL&SLAB, 779 Sq. Feet	NO	ATTACHED, 704 Sq. Feet	4	N/A	N/A	N/A	N/A	N/A
